label_binary,label_name,anomaly_score,lstm_predicted
1,recognition_attack,1.5452974,1
1,read_attack,46.00186,1
1,read_attack,105382.19,1
1,read_attack,105386.54,1
1,read_attack,105458.68,1
1,read_attack,105340.52,1
1,read_attack,2.4799695,1
1,read_attack,0.55064684,1
1,read_attack,1.7539381,1
1,read_attack,2.1710997,1
1,read_attack,2.1477015,1
1,read_attack,24.791494,1
1,read_attack,65.173874,1
1,read_attack,64.74511,1
1,read_attack,64.61202,1
1,read_attack,43.325527,1
1,read_attack,78023.87,1
1,recognition_attack,183384.16,1
1,recognition_attack,183385.36,1
1,read_attack,183383.3,1
1,read_attack,105419.08,1
1,read_attack,21.680025,1
1,read_attack,105531.836,1
1,recognition_attack,105526.61,1
1,recognition_attack,183530.14,1
1,write_attack,439239.53,1
1,recognition_attack,359141.84,1
1,mitm_unaltered,0.00999625,0
1,mitm_unaltered,0.009015823,0
1,mitm_unaltered,0.008777426,0
1,mitm_unaltered,0.0094329035,0
1,mitm_unaltered,0.009971708,0
1,mitm_unaltered,0.009575123,0
1,mitm_unaltered,0.009633721,0
1,mitm_unaltered,0.008792111,0
1,mitm_unaltered,0.039116822,0
1,mitm_unaltered,0.051442154,0
1,mitm_unaltered,0.052640732,0
1,mitm_unaltered,0.052198272,0
0,normal,0.023879092,0
0,normal,0.0076735667,0
0,normal,0.022324571,0
0,normal,0.032739904,0
0,normal,0.03907557,0
0,normal,0.044257116,0
0,normal,0.03170902,0
0,normal,0.024295907,0
0,normal,0.02114108,0
0,normal,0.01827475,0
0,normal,0.017681824,0
0,normal,0.014011385,0
0,normal,0.009610554,0
0,normal,0.009317679,0
0,normal,0.00966328,0
0,normal,0.009499455,0
0,normal,0.016994037,0
0,normal,0.017558893,0
0,normal,0.0173319,0
0,normal,0.017533647,0
0,normal,0.010259276,0
0,normal,0.01056008,0
0,normal,0.010245651,0
0,normal,0.009947249,0
0,normal,0.013187996,0
0,normal,0.024551103,0
0,normal,0.026140908,0
0,normal,0.02643236,0
0,normal,0.022939157,0
0,normal,0.011497415,0
0,normal,0.024834447,0
0,normal,0.029637959,0
0,normal,0.030172516,0
0,normal,0.03043159,0
0,normal,0.015669769,0
0,normal,0.0120437145,0
0,normal,0.01187925,0
0,normal,0.011864971,0
0,normal,0.02623202,0
0,normal,0.0548916,0
0,normal,0.05639023,0
0,normal,0.067264184,0
0,normal,0.05235831,0
0,normal,0.022901876,0
0,normal,0.022748243,0
0,normal,0.042578995,0
0,normal,0.045145836,0
0,normal,0.044542063,0
0,normal,0.05776473,0
0,normal,0.029391985,0
0,normal,0.029122608,0
0,normal,0.036477964,0
0,normal,0.026400179,0
0,normal,0.022961263,0
0,normal,0.026513796,0
0,normal,0.01893055,0
0,normal,0.014902199,0
0,normal,0.014806357,0
1,mitm_unaltered,0.054923356,0
1,mitm_unaltered,0.18083522,0
1,mitm_unaltered,0.2145582,1
1,mitm_unaltered,0.2765325,1
1,mitm_unaltered,0.24343422,1
1,mitm_unaltered,0.10609879,0
1,mitm_unaltered,0.076076366,0
1,mitm_unaltered,0.0315438,0
1,mitm_unaltered,0.050100412,0
0,normal,0.050405405,0
0,normal,0.053648293,0
0,normal,0.031406417,0
0,normal,0.024459185,0
0,normal,0.024211539,0
0,normal,0.022054369,0
0,normal,0.027815333,0
1,mitm_unaltered,0.017272025,0
1,mitm_unaltered,0.019625142,0
1,mitm_unaltered,0.050055776,0
1,mitm_unaltered,0.13449953,0
1,mitm_unaltered,0.1444742,0
1,mitm_unaltered,0.14406393,0
1,mitm_unaltered,0.10976866,0
1,mitm_unaltered,0.015962765,0
1,mitm_unaltered,0.017661147,0
0,normal,0.013746349,0
0,normal,0.014399967,0
0,normal,0.014902015,0
0,normal,0.011840577,0
0,normal,0.011330313,0
0,normal,0.012098254,0
0,normal,0.014637886,0
1,mitm_unaltered,0.04427804,0
1,mitm_unaltered,0.054444768,0
1,mitm_unaltered,0.05379764,0
1,mitm_unaltered,0.05179097,0
1,mitm_unaltered,0.028046798,0
1,mitm_unaltered,0.0162422,0
1,mitm_unaltered,0.01659643,0
0,normal,0.015955491,0
0,normal,0.01717632,0
0,normal,0.048315927,0
0,normal,0.04885302,0
0,normal,0.04950511,0
0,normal,0.05313698,0
0,normal,0.027930219,0
1,mitm_unaltered,0.033383682,0
1,mitm_unaltered,0.08472714,0
1,mitm_unaltered,0.075302824,0
1,mitm_unaltered,0.07122459,0
1,mitm_unaltered,0.06352235,0
1,mitm_unaltered,0.010084817,0
1,mitm_unaltered,0.011360697,0
1,mitm_unaltered,0.010012237,0
1,mitm_unaltered,0.015378828,0
1,mitm_unaltered,0.042547405,0
0,normal,0.10508157,0
0,normal,0.13069287,0
0,normal,0.12926224,0
0,normal,0.100614935,0
0,normal,0.04224416,0
0,normal,0.032943804,0
1,mitm_unaltered,0.035630696,0
1,mitm_unaltered,0.040171932,0
1,mitm_unaltered,0.030194188,0
1,mitm_unaltered,0.023092996,0
1,mitm_unaltered,0.049383085,0
0,normal,0.051976487,0
0,normal,0.055739254,0
0,normal,0.058061108,0
0,normal,0.03105435,0
0,normal,0.063124895,0
0,normal,0.06971077,0
0,normal,0.056784716,0
0,normal,0.06335929,0
0,normal,0.03320481,0
0,normal,0.02415366,0
0,normal,0.033109885,0
0,normal,0.027036758,0
1,mitm_unaltered,0.07481312,0
1,mitm_unaltered,0.079843074,0
1,mitm_unaltered,0.18298888,0
1,mitm_unaltered,0.27065837,1
1,mitm_unaltered,0.23465736,1
1,mitm_unaltered,0.24116035,1
1,mitm_unaltered,0.12451541,0
1,mitm_unaltered,0.029848626,0
1,mitm_unaltered,0.013455486,0
0,normal,0.011423103,0
0,normal,0.011790378,0
0,normal,0.011815822,0
0,normal,0.011440853,0
0,normal,0.01114316,0
0,normal,0.010707824,0
0,normal,0.010481694,0
0,normal,0.010680297,0
0,normal,0.010385641,0
0,normal,0.010564282,0
0,normal,0.010654871,0
0,normal,0.010645168,0
0,normal,0.0101836715,0
0,normal,0.02091152,0
0,normal,0.02210725,0
0,normal,0.022352522,0
0,normal,0.02336282,0
0,normal,0.011229662,0
0,normal,0.010835096,0
0,normal,0.010603526,0
0,normal,0.010693089,0
0,normal,0.011470042,0
0,normal,0.011720587,0
0,normal,0.011971551,0
0,normal,0.01187821,0
0,normal,0.011791083,0
0,normal,0.011514217,0
0,normal,0.014963524,0
0,normal,0.014795266,0
0,normal,0.014404739,0
0,normal,0.01450441,0
0,normal,0.0108705135,0
0,normal,0.011134255,0
0,normal,0.011130199,0
0,normal,0.011229909,0
0,normal,0.010895522,0
0,normal,0.009833418,0
1,mitm_unaltered,0.008136305,0
1,mitm_unaltered,0.0077180387,0
1,mitm_unaltered,0.008463772,0
1,mitm_unaltered,0.030746764,0
1,mitm_unaltered,0.09497745,0
1,mitm_unaltered,0.12464597,0
1,mitm_unaltered,0.18952227,0
1,mitm_unaltered,0.18512832,0
1,mitm_unaltered,0.122080736,0
1,mitm_unaltered,0.092020586,0
1,mitm_unaltered,0.020325698,0
0,normal,0.010412319,0
0,normal,0.0087777525,0
0,normal,0.021336429,0
0,normal,0.11049985,0
0,normal,0.11445912,0
0,normal,0.11734212,0
0,normal,0.108274765,0
1,mitm_unaltered,0.027337108,0
1,mitm_unaltered,0.113996945,0
1,mitm_unaltered,0.14839871,0
1,mitm_unaltered,0.15216722,0
1,mitm_unaltered,0.14265898,0
1,mitm_unaltered,0.050322235,0
1,mitm_unaltered,0.02180464,0
1,mitm_unaltered,0.020019067,0
0,normal,0.028882751,0
0,normal,0.030189954,0
0,normal,0.022607863,0
0,normal,0.022973824,0
0,normal,0.011357951,0
0,normal,0.010040255,0
0,normal,0.008734035,0
0,normal,0.014455696,0
0,normal,0.01845955,0
0,normal,0.018683327,0
1,mitm_unaltered,0.024977246,0
1,mitm_unaltered,0.040784553,0
1,mitm_unaltered,0.03641524,0
1,mitm_unaltered,0.03690528,0
1,mitm_unaltered,0.03275659,0
1,mitm_unaltered,0.009399778,0
1,mitm_unaltered,0.013357635,0
1,mitm_unaltered,0.014058928,0
0,normal,0.014333191,0
0,normal,0.037246756,0
0,normal,0.07982528,0
0,normal,0.0947779,0
0,normal,0.09938169,0
0,normal,0.077352606,0
0,normal,0.027232531,0
0,normal,0.013500479,0
0,normal,0.012717761,0
1,mitm_unaltered,0.012752835,0
1,mitm_unaltered,0.015069024,0
1,mitm_unaltered,0.012879828,0
1,mitm_unaltered,0.010787617,0
1,mitm_unaltered,0.026629558,0
1,mitm_unaltered,0.030720998,0
1,mitm_unaltered,0.03235864,0
1,mitm_unaltered,0.05618682,0
0,normal,0.04045263,0
0,normal,0.041165408,0
0,normal,0.061004844,0
0,normal,0.0999098,0
0,normal,0.10219371,0
0,normal,0.096242234,0
1,mitm_unaltered,0.073462285,0
1,mitm_unaltered,0.0050092516,0
1,mitm_unaltered,0.012678088,0
1,mitm_unaltered,0.017679682,0
1,mitm_unaltered,0.029111521,0
1,mitm_unaltered,0.030542025,0
1,mitm_unaltered,0.11358101,0
1,mitm_unaltered,0.1427967,0
1,mitm_unaltered,0.13806976,0
1,mitm_unaltered,0.1383671,0
1,mitm_unaltered,0.0391832,0
0,normal,0.012331982,0
0,normal,0.01129349,0
0,normal,0.010621539,0
0,normal,0.012444591,0
0,normal,0.025196815,0
0,normal,0.023856949,0
0,normal,0.025265185,0
1,mitm_unaltered,0.027012505,0
1,mitm_unaltered,0.012220651,0
1,mitm_unaltered,0.02518058,0
1,mitm_unaltered,0.051214628,0
1,mitm_unaltered,0.11497324,0
1,mitm_unaltered,0.12362611,0
1,mitm_unaltered,0.11389014,0
1,mitm_unaltered,0.089784876,0
1,mitm_unaltered,0.02034582,0
1,mitm_unaltered,0.017399095,0
1,mitm_unaltered,0.017290894,0
0,normal,0.011299446,0
0,normal,0.013082557,0
0,normal,0.019062184,0
0,normal,0.019630576,0
0,normal,0.025405316,0
1,mitm_unaltered,0.035856184,0
1,mitm_unaltered,0.03893066,0
1,mitm_unaltered,0.09768327,0
1,mitm_unaltered,0.15948923,0
1,mitm_unaltered,0.18291913,0
1,mitm_unaltered,0.21798755,1
1,mitm_unaltered,0.16934484,0
1,mitm_unaltered,0.0900657,0
1,mitm_unaltered,0.062941074,0
1,mitm_unaltered,0.018401464,0
0,normal,0.023125678,0
0,normal,0.038832128,0
0,normal,0.037149366,0
0,normal,0.029740408,0
0,normal,0.056219805,0
0,normal,0.054064233,0
0,normal,0.06473984,0
1,mitm_unaltered,0.06808382,0
1,mitm_unaltered,0.036224388,0
1,mitm_unaltered,0.024160117,0
1,mitm_unaltered,0.014267847,0
1,mitm_unaltered,0.0121740615,0
1,mitm_unaltered,0.01350552,0
0,normal,0.013670244,0
0,normal,0.014301833,0
0,normal,0.010871635,0
0,normal,0.010738428,0
0,normal,0.018000077,0
0,normal,0.016027097,0
0,normal,0.01640123,0
0,normal,0.01663813,0
0,normal,0.013662608,0
0,normal,0.020902988,0
1,mitm_unaltered,0.025037788,0
1,mitm_unaltered,0.026914256,0
1,mitm_unaltered,0.16799262,0
1,mitm_unaltered,0.21539475,1
1,mitm_unaltered,0.22003204,1
1,mitm_unaltered,0.2204327,1
1,mitm_unaltered,0.072167724,0
1,mitm_unaltered,0.040776372,0
1,mitm_unaltered,0.033671346,0
0,normal,0.037019957,0
0,normal,0.023417383,0
0,normal,0.02365953,0
0,normal,0.023238346,0
0,normal,0.014652645,0
0,normal,0.0161735,0
1,mitm_unaltered,0.015519393,0
1,mitm_unaltered,0.013580565,0
1,mitm_unaltered,0.014930153,0
1,mitm_unaltered,0.008860993,0
1,mitm_unaltered,0.0077528195,0
1,mitm_unaltered,0.008988429,0
1,mitm_unaltered,0.008887861,0
1,mitm_unaltered,0.03170463,0
0,normal,0.103939876,0
0,normal,0.13245857,0
0,normal,0.17600423,0
0,normal,0.17733249,0
0,normal,0.10981308,0
0,normal,0.081546605,0
0,normal,0.03581152,0
1,mitm_unaltered,0.017044215,0
1,mitm_unaltered,0.010904998,0
1,mitm_unaltered,0.011258846,0
1,mitm_unaltered,0.012324769,0
1,mitm_unaltered,0.022985922,0
1,mitm_unaltered,0.09037896,0
1,mitm_unaltered,0.09540317,0
1,mitm_unaltered,0.09607281,0
1,mitm_unaltered,0.14969137,0
1,mitm_unaltered,0.09697297,0
1,mitm_unaltered,0.097434886,0
1,mitm_unaltered,0.09939209,0
0,normal,0.030159565,0
0,normal,0.012709823,0
0,normal,0.04684064,0
0,normal,0.051451582,0
0,normal,0.053069722,0
1,mitm_unaltered,0.06352438,0
1,mitm_unaltered,0.040391885,0
1,mitm_unaltered,0.1620987,0
1,mitm_unaltered,0.17149743,0
1,mitm_unaltered,0.1614345,0
1,mitm_unaltered,0.15045771,0
1,mitm_unaltered,0.013808097,0
0,normal,0.020821724,0
0,normal,0.039343894,0
0,normal,0.041183952,0
0,normal,0.036573675,0
0,normal,0.038663242,0
0,normal,0.017774332,0
0,normal,0.01665825,0
1,mitm_unaltered,0.023212347,0
1,mitm_unaltered,0.013883753,0
1,mitm_unaltered,0.01522827,0
1,mitm_unaltered,0.020720273,0
1,mitm_unaltered,0.08532202,0
1,mitm_unaltered,0.08715993,0
1,mitm_unaltered,0.08571987,0
1,mitm_unaltered,0.07978012,0
1,mitm_unaltered,0.007315757,0
1,mitm_unaltered,0.018381467,0
1,mitm_unaltered,0.022099378,0
1,mitm_unaltered,0.050373707,0
0,normal,0.057111785,0
0,normal,0.048532195,0
0,normal,0.04910813,0
0,normal,0.020497661,0
0,normal,0.013580788,0
1,mitm_unaltered,0.01204769,0
1,mitm_unaltered,0.028453423,0
1,mitm_unaltered,0.03524999,0
1,mitm_unaltered,0.03555792,0
1,mitm_unaltered,0.036636103,0
1,mitm_unaltered,0.019423634,0
1,mitm_unaltered,0.012895995,0
1,mitm_unaltered,0.012996481,0
1,mitm_unaltered,0.011622735,0
1,mitm_unaltered,0.015140384,0
1,mitm_unaltered,0.01385068,0
0,normal,0.017364008,0
0,normal,0.018347664,0
0,normal,0.034750417,0
0,normal,0.055114545,0
0,normal,0.054907564,0
0,normal,0.064180106,0
0,normal,0.043838203,0
1,mitm_unaltered,0.02164266,0
1,mitm_unaltered,0.029737724,0
1,mitm_unaltered,0.11017468,0
1,mitm_unaltered,0.117193796,0
1,mitm_unaltered,0.11647005,0
1,mitm_unaltered,0.10264936,0
1,mitm_unaltered,0.009209551,0
1,mitm_unaltered,0.011805277,0
0,normal,0.037819207,0
0,normal,0.11975952,0
0,normal,0.12518537,0
0,normal,0.12250643,0
0,normal,0.10036683,0
0,normal,0.026453322,0
1,mitm_unaltered,0.026626414,0
1,mitm_unaltered,0.052249983,0
1,mitm_unaltered,0.0592664,0
1,mitm_unaltered,0.045916613,0
1,mitm_unaltered,0.073596135,0
1,mitm_unaltered,0.05228889,0
0,normal,0.04963608,0
0,normal,0.086045764,0
0,normal,0.060567405,0
0,normal,0.06194162,0
0,normal,0.055428322,0
0,normal,0.016461322,0
0,normal,0.03738121,0
0,normal,0.041620508,0
1,mitm_unaltered,0.042458147,0
1,mitm_unaltered,0.04407478,0
1,mitm_unaltered,0.046308726,0
1,mitm_unaltered,0.038445,0
1,mitm_unaltered,0.037902277,0
1,mitm_unaltered,0.039063737,0
1,mitm_unaltered,0.022594139,0
1,mitm_unaltered,0.033851855,0
0,normal,0.034509934,0
0,normal,0.033592958,0
0,normal,0.021752289,0
0,normal,0.00955846,0
0,normal,0.00886378,0
0,normal,0.007282776,0
0,normal,0.007877496,0
0,normal,0.007692707,0
1,mitm_unaltered,0.008005364,0
1,mitm_unaltered,0.007805957,0
1,mitm_unaltered,0.00772576,0
1,mitm_unaltered,0.0073523545,0
0,normal,0.008306363,0
1,mitm_unaltered,0.011857342,0
1,mitm_unaltered,0.014100848,0
1,mitm_unaltered,0.014110385,0
1,mitm_unaltered,0.01562744,0
0,normal,0.06242027,0
0,normal,0.058991283,0
0,normal,0.06354841,0
0,normal,0.081762694,0
0,normal,0.054393284,0
0,normal,0.056707382,0
1,mitm_unaltered,0.053128447,0
1,mitm_unaltered,0.033021696,0
1,mitm_unaltered,0.010472097,0
1,mitm_unaltered,0.015109648,0
1,mitm_unaltered,0.019832857,0
1,mitm_unaltered,0.020244094,0
1,mitm_unaltered,0.021014744,0
0,normal,0.019710045,0
0,normal,0.047570743,0
0,normal,0.043750264,0
0,normal,0.04564738,0
0,normal,0.03960315,0
0,normal,0.008976783,0
0,normal,0.010095496,0
1,mitm_unaltered,0.024376592,0
1,mitm_unaltered,0.0449118,0
1,mitm_unaltered,0.04867846,0
1,mitm_unaltered,0.04895721,0
1,mitm_unaltered,0.031133313,0
1,mitm_unaltered,0.018288853,0
0,normal,0.01726188,0
0,normal,0.01671057,0
0,normal,0.01924575,0
0,normal,0.017891152,0
0,normal,0.026383407,0
0,normal,0.05950893,0
1,mitm_unaltered,0.11585339,0
1,mitm_unaltered,0.118527636,0
1,mitm_unaltered,0.110907994,0
1,mitm_unaltered,0.07494119,0
1,mitm_unaltered,0.012581587,0
1,mitm_unaltered,0.013731785,0
1,mitm_unaltered,0.04199009,0
1,mitm_unaltered,0.045177504,0
1,mitm_unaltered,0.045398384,0
1,mitm_unaltered,0.04052173,0
1,mitm_unaltered,0.036498047,0
1,mitm_unaltered,0.038249128,0
1,mitm_unaltered,0.038608015,0
1,mitm_unaltered,0.038491193,0
1,mitm_unaltered,0.013416963,0
0,normal,0.025142264,0
0,normal,0.033082236,0
0,normal,0.034106232,0
0,normal,0.034344092,0
0,normal,0.032059185,0
0,normal,0.030191405,0
1,mitm_unaltered,0.095166855,0
1,mitm_unaltered,0.17482495,0
1,mitm_unaltered,0.17432395,0
1,mitm_unaltered,0.16844368,0
1,mitm_unaltered,0.066621445,0
1,mitm_unaltered,0.010364051,0
1,mitm_unaltered,0.011547684,0
1,mitm_unaltered,0.08923513,0
0,normal,0.13289826,0
0,normal,0.15354167,0
0,normal,0.16896872,0
0,normal,0.104012474,0
1,mitm_unaltered,0.06537432,0
1,mitm_unaltered,0.046850707,0
1,mitm_unaltered,0.036243405,0
1,mitm_unaltered,0.02405764,0
1,mitm_unaltered,0.017411191,0
1,mitm_unaltered,0.019303963,0
1,mitm_unaltered,0.025909912,0
0,normal,0.021670392,0
0,normal,0.022399392,0
0,normal,0.039227508,0
0,normal,0.043160103,0
0,normal,0.045246292,0
0,normal,0.044661887,0
0,normal,0.04565515,0
0,normal,0.032704063,0
0,normal,0.031991128,0
0,normal,0.036246877,0
1,mitm_unaltered,0.052785765,0
1,mitm_unaltered,0.08371112,0
1,mitm_unaltered,0.09466212,0
1,mitm_unaltered,0.119417265,0
1,mitm_unaltered,0.08846657,0
1,mitm_unaltered,0.04695654,0
1,mitm_unaltered,0.041461248,0
1,mitm_unaltered,0.011590242,0
1,mitm_unaltered,0.024045788,0
1,mitm_unaltered,0.025987003,0
0,normal,0.026364397,0
0,normal,0.022787407,0
0,normal,0.021444188,0
0,normal,0.022609366,0
0,normal,0.022600235,0
0,normal,0.029323991,0
0,normal,0.02621573,0
0,normal,0.026323844,0
0,normal,0.029430231,0
0,normal,0.022384567,0
0,normal,0.014353855,0
0,normal,0.013998363,0
0,normal,0.01035197,0
0,normal,0.010315933,0
0,normal,0.014132024,0
0,normal,0.014685135,0
0,normal,0.014337903,0
0,normal,0.014375333,0
0,normal,0.010705457,0
0,normal,0.010878749,0
0,normal,0.01402145,0
0,normal,0.02146806,0
0,normal,0.021421222,0
0,normal,0.021215001,0
0,normal,0.018086284,0
0,normal,0.010727407,0
0,normal,0.010942727,0
0,normal,0.0107695125,0
0,normal,0.0097685605,0
0,normal,0.00965102,0
0,normal,0.009770285,0
0,normal,0.009850053,0
0,normal,0.011031864,0
0,normal,0.011220829,0
0,normal,0.011103887,0
0,normal,0.018096114,0
0,normal,0.018157536,0
0,normal,0.018060002,0
0,normal,0.017654622,0
0,normal,0.017779954,0
0,normal,0.032353893,0
0,normal,0.033388343,0
0,normal,0.032922,0
0,normal,0.024949767,0
0,normal,0.016885135,0
0,normal,0.01766828,0
1,mitm_unaltered,0.029147457,0
1,mitm_unaltered,0.027653784,0
1,mitm_unaltered,0.020405177,0
1,mitm_unaltered,0.023311026,0
0,normal,0.012964421,0
0,normal,0.013767598,0
0,normal,0.019846179,0
0,normal,0.016738268,0
0,normal,0.02127098,0
0,normal,0.039781153,0
0,normal,0.045131594,0
0,normal,0.0472522,0
0,normal,0.044985604,0
0,normal,0.034634255,0
0,normal,0.02336977,0
0,normal,0.022414384,0
0,normal,0.035906505,0
0,normal,0.033682473,0
0,normal,0.033368707,0
0,normal,0.031766586,0
0,normal,0.016873268,0
0,normal,0.049761396,0
1,mitm_unaltered,0.066865444,0
1,mitm_unaltered,0.07076147,0
1,mitm_unaltered,0.06966104,0
1,mitm_unaltered,0.080214754,0
1,mitm_unaltered,0.17023875,0
1,mitm_unaltered,0.21659045,1
1,mitm_unaltered,0.21775936,1
1,mitm_unaltered,0.14295676,0
1,mitm_unaltered,0.055220548,0
0,normal,0.02465526,0
0,normal,0.023280257,0
0,normal,0.031409837,0
0,normal,0.054674383,0
0,normal,0.045085207,0
0,normal,0.045633435,0
1,mitm_unaltered,0.03957565,0
1,mitm_unaltered,0.010690643,0
1,mitm_unaltered,0.026006158,0
1,mitm_unaltered,0.05553551,0
1,mitm_unaltered,0.058493577,0
1,mitm_unaltered,0.06558708,0
1,mitm_unaltered,0.053242378,0
1,mitm_unaltered,0.028360533,0
1,mitm_unaltered,0.02778871,0
1,mitm_unaltered,0.015616217,0
0,normal,0.015360801,0
0,normal,0.010821565,0
0,normal,0.03405605,0
0,normal,0.058680493,0
0,normal,0.075859,0
0,normal,0.082829155,0
0,normal,0.09769834,0
1,mitm_unaltered,0.07862977,0
1,mitm_unaltered,0.062028427,0
1,mitm_unaltered,0.056453247,0
1,mitm_unaltered,0.018631244,0
1,mitm_unaltered,0.009636142,0
1,mitm_unaltered,0.018771205,0
1,mitm_unaltered,0.0287126,0
1,mitm_unaltered,0.02924158,0
1,mitm_unaltered,0.03160898,0
0,normal,0.023613518,0
0,normal,0.014213398,0
0,normal,0.017657325,0
0,normal,0.01841039,0
0,normal,0.017017476,0
0,normal,0.014918529,0
0,normal,0.010695015,0
1,mitm_unaltered,0.12220569,0
1,mitm_unaltered,0.2507337,1
1,mitm_unaltered,0.26642662,1
1,mitm_unaltered,0.30524704,1
1,mitm_unaltered,0.17511609,0
1,mitm_unaltered,0.07370555,0
1,mitm_unaltered,0.047542896,0
1,mitm_unaltered,0.009936773,0
1,mitm_unaltered,0.010173947,0
1,mitm_unaltered,0.008342386,0
1,mitm_unaltered,0.00953133,0
0,normal,0.0107884705,0
0,normal,0.021512827,0
0,normal,0.021855326,0
0,normal,0.026913652,0
0,normal,0.026726574,0
0,normal,0.049014114,0
0,normal,0.05215803,0
1,mitm_unaltered,0.047917016,0
1,mitm_unaltered,0.047297392,0
1,mitm_unaltered,0.03510042,0
1,mitm_unaltered,0.033630915,0
1,mitm_unaltered,0.047589637,0
1,mitm_unaltered,0.046209216,0
1,mitm_unaltered,0.0265179,0
1,mitm_unaltered,0.022081617,0
0,normal,0.017404638,0
0,normal,0.016746162,0
0,normal,0.019881412,0
0,normal,0.028597446,0
1,mitm_unaltered,0.024087988,0
1,mitm_unaltered,0.02537333,0
1,mitm_unaltered,0.022084882,0
1,mitm_unaltered,0.01923635,0
1,mitm_unaltered,0.013405071,0
1,mitm_unaltered,0.011788368,0
1,mitm_unaltered,0.01225795,0
1,mitm_unaltered,0.014029405,0
1,mitm_unaltered,0.02227036,0
1,mitm_unaltered,0.037157934,0
1,mitm_unaltered,0.041675467,0
0,normal,0.044653174,0
0,normal,0.0500877,0
0,normal,0.04348388,0
0,normal,0.04566255,0
0,normal,0.039316922,0
0,normal,0.023997702,0
1,mitm_unaltered,0.023202222,0
1,mitm_unaltered,0.02857633,0
1,mitm_unaltered,0.058196843,0
1,mitm_unaltered,0.06264393,0
1,mitm_unaltered,0.056188565,0
1,mitm_unaltered,0.0486714,0
1,mitm_unaltered,0.013421651,0
1,mitm_unaltered,0.01771565,0
1,mitm_unaltered,0.02887591,0
0,normal,0.03862652,0
0,normal,0.055526726,0
0,normal,0.05589896,0
0,normal,0.06306765,0
0,normal,0.052931722,0
