label_binary,label_name,anomaly_score,if_predicted,fc,error_binary,request_binary,madd,data
1,mitm_unaltered,0.5632457537994289,1,3,0,0,370,0
0,normal,0.45027064130253047,0,3,0,0,49,65535
0,normal,0.4338321211246847,0,3,0,0,25,0
0,normal,0.43282949870757115,0,3,0,0,35,0
0,normal,0.5025992582915365,0,3,0,0,38,65535
0,normal,0.5093427609201744,0,3,0,0,60,0
0,normal,0.45319498430956207,0,3,0,0,41,65535
0,normal,0.5554038429920027,1,3,0,0,1,0
0,normal,0.5796135577208668,1,3,0,0,41,65535
0,normal,0.4204196960318487,0,3,0,0,33,0
0,normal,0.487738435459373,0,3,0,0,58,0
0,normal,0.47466477948183666,0,3,0,0,44,65535
0,normal,0.5086898910827278,0,3,0,0,65,0
0,normal,0.4852421196924258,0,3,0,0,53,65535
0,normal,0.504270150447915,0,3,0,0,57,0
0,normal,0.401353627528674,0,3,0,0,28,0
0,normal,0.5760576246467445,1,3,0,0,53,65535
0,normal,0.5334877959477473,1,3,0,0,38,65535
0,normal,0.4446034542019912,0,3,0,0,11,0
0,normal,0.559148396058599,1,3,0,0,56,65535
0,normal,0.4087285112295359,0,3,0,0,27,0
0,normal,0.5043118903280047,0,3,0,0,61,0
0,normal,0.5412936590282178,1,3,0,0,19,0
0,normal,0.477745275911327,0,3,0,0,60,0
0,normal,0.4999753392261892,0,3,0,0,48,65535
0,normal,0.5415881037536803,1,3,0,0,68,0
1,mitm_unaltered,0.5142419711465864,0,3,0,0,53,65535
0,normal,0.4546197591244144,0,3,0,0,35,0
0,normal,0.5017564128080534,0,3,0,0,16,0
0,normal,0.43165457903421206,0,3,0,0,34,0
0,normal,0.46420540217585043,0,3,0,0,35,0
0,normal,0.47777831433556034,0,3,0,0,25,0
0,normal,0.5191303357008987,1,3,0,0,10,0
0,normal,0.594058987029326,1,3,0,0,45,65535
0,normal,0.48984777896167747,0,3,0,0,27,0
0,normal,0.7048874311475494,1,3,0,1,1,68
0,normal,0.4421638689710602,0,3,0,0,8,0
0,normal,0.4979218673619347,0,3,0,0,16,0
0,normal,0.4950983550184293,0,3,0,0,63,0
0,normal,0.6180360062685122,1,3,0,0,54,65535
0,normal,0.4909876615977549,0,3,0,0,6,0
0,normal,0.4857829189208882,0,3,0,0,62,0
0,normal,0.4886394557958062,0,3,0,0,50,65535
0,normal,0.4381573474691207,0,3,0,0,30,0
0,normal,0.4274285743752543,0,3,0,0,35,0
0,normal,0.608700180307373,1,3,0,0,38,65535
0,normal,0.522623908233327,1,3,0,0,46,65535
0,normal,0.4945585814819899,0,3,0,0,57,0
1,read_attack,0.4261771630036003,0,3,0,0,15,0
1,read_attack,0.5726218912709536,1,3,0,0,15,0
0,normal,0.4184686590479808,0,3,0,0,15,0
0,normal,0.4503911002546482,0,3,0,0,47,65535
1,mitm_unaltered,0.4326102507830486,0,3,0,0,13,0
0,normal,0.5372357807301547,1,3,0,0,6,0
0,normal,0.47000630323771986,0,3,0,0,32,0
0,normal,0.4340071764972353,0,3,0,0,29,0
0,normal,0.5278300708138661,1,3,0,0,56,65535
0,normal,0.5171642918885692,1,3,0,0,67,0
0,normal,0.5718253266152945,1,3,0,0,63,0
0,normal,0.5700793098486917,1,3,0,0,61,0
0,normal,0.5013463193281094,0,3,0,0,54,65535
0,normal,0.606088671858764,1,3,0,0,56,65535
0,normal,0.4792805258910195,0,3,0,0,39,65535
0,normal,0.5083825267645039,0,3,0,0,50,65535
1,read_attack,0.46363312031313314,0,3,0,0,43,65535
0,normal,0.4744569926830503,0,3,0,0,40,65535
0,normal,0.5971840013279281,1,3,0,0,66,0
0,normal,0.41201939145421496,0,3,0,0,21,0
0,normal,0.497602660221396,0,3,0,0,59,0
0,normal,0.4187606386674711,0,3,0,0,15,0
1,mitm_unaltered,0.5629637901983651,1,3,0,0,68,0
0,normal,0.44553746285678125,0,3,0,0,10,0
0,normal,0.49814665592960744,0,3,0,0,65,0
0,normal,0.49437112473423805,0,3,0,0,53,65535
0,normal,0.5182676853407073,1,3,0,0,42,65535
0,normal,0.5206463715883108,1,3,0,0,65,0
0,normal,0.5699765431174861,1,3,0,0,45,65535
0,normal,0.4964756581904035,0,3,0,0,62,0
1,mitm_unaltered,0.4885538501907096,0,3,0,0,47,65535
0,normal,0.49140460070604947,0,3,0,0,63,0
0,normal,0.416192395038511,0,3,0,0,19,0
0,normal,0.46670271187422213,0,3,0,0,47,65535
0,normal,0.6204128961319755,1,3,0,0,7,18254
0,normal,0.5534362947138423,1,3,0,0,32,0
0,normal,0.4213205539984446,0,3,0,0,14,0
0,normal,0.45074818650635545,0,3,0,0,46,65535
0,normal,0.5758954208436428,1,3,0,0,47,65535
0,normal,0.5385421430148298,1,3,0,0,66,0
0,normal,0.5088741543169506,0,3,0,0,38,65535
0,normal,0.4617842516328959,0,3,0,0,51,65535
0,normal,0.5168933611504318,1,3,0,0,26,0
0,normal,0.4743686480096711,0,3,0,0,34,0
0,normal,0.5306164948878677,1,3,0,0,67,0
0,normal,0.5193393990950773,1,3,0,0,7,0
0,normal,0.4191450649801832,0,3,0,0,15,0
0,normal,0.5193735181042796,1,3,0,0,3,0
0,normal,0.5171602698680365,1,3,0,0,39,65535
0,normal,0.4333697963131269,0,3,0,0,31,0
0,normal,0.456450104714321,0,3,0,0,43,65535
0,normal,0.5142583994984323,0,3,0,0,2,0
1,mitm_unaltered,0.5289609477974105,1,3,0,0,37,65535
0,normal,0.42194855586150154,0,3,0,0,29,0
0,normal,0.4159649406062524,0,3,0,0,20,0
0,normal,0.5370407738536522,1,3,0,0,8,0
0,normal,0.5836373526385814,1,3,0,0,7,0
0,normal,0.46775161450416697,0,3,0,0,45,65535
1,read_attack,0.48500632498605983,0,3,0,0,20,0
0,normal,0.41639154803677936,0,3,0,0,16,0
0,normal,0.5619483479592987,1,3,0,0,41,65535
0,normal,0.49785880948565786,0,3,0,0,58,0
0,normal,0.46800844074673204,0,3,0,0,30,0
0,normal,0.48942480013386125,0,3,0,0,34,0
0,normal,0.4312596145281998,0,3,0,0,33,0
0,normal,0.4433844712481082,0,3,0,0,30,0
0,normal,0.42298659162800606,0,3,0,0,12,0
0,normal,0.4341302610369058,0,3,0,0,12,0
0,normal,0.5313370525854723,1,3,0,0,34,0
0,normal,0.5405407401036012,1,3,0,0,56,65535
0,normal,0.5041836754334491,0,3,0,0,29,0
0,normal,0.49827110281268666,0,3,0,0,22,0
0,normal,0.5137109696044285,0,3,0,0,65,0
1,mitm_unaltered,0.5607226684565004,1,3,0,0,228,0
0,normal,0.4980864593083457,0,3,0,0,15,0
0,normal,0.4481503863808913,0,3,0,0,36,0
0,normal,0.4700079168510103,0,3,0,0,41,65535
0,normal,0.42325119741963857,0,3,0,0,11,0
0,normal,0.5279787898087278,1,3,0,0,67,0
0,normal,0.45611122549395466,0,3,0,0,25,0
0,normal,0.46046918963113137,0,3,0,0,29,0
0,normal,0.49890028272859177,0,3,0,0,23,0
1,mitm_unaltered,0.531126210207999,1,3,0,0,60,0
0,normal,0.5303703741967866,1,3,0,0,2,0
0,normal,0.4943304039657125,0,3,0,0,61,0
0,normal,0.6043061269728086,1,3,0,0,67,0
0,normal,0.44604050866620515,0,3,0,0,45,65535
0,normal,0.5983740172668517,1,3,0,0,41,65535
0,normal,0.5675220530050338,1,3,0,0,61,0
0,normal,0.43675564017843643,0,3,0,0,33,0
0,normal,0.5031222797223309,0,3,0,0,8,0
0,normal,0.5444259848175241,1,3,0,0,5,0
0,normal,0.5161974137932174,1,3,0,0,21,0
0,normal,0.4763045522936438,0,3,0,0,50,65535
0,normal,0.5363751747621828,1,3,0,0,55,65535
0,normal,0.5257188347972376,1,3,0,0,2,0
0,normal,0.5118838993700792,0,3,0,0,55,65535
0,normal,0.43010291865176653,0,3,0,0,10,0
0,normal,0.49644000167368507,0,3,0,0,42,65535
0,normal,0.48736914161406736,0,3,0,0,43,65535
0,normal,0.5300069236563388,1,3,0,0,37,65535
0,normal,0.49326865450226054,0,3,0,0,3,0
0,normal,0.5658596339017099,1,3,0,0,57,0
0,normal,0.5012734790164435,0,3,0,0,54,65535
0,normal,0.4231198858068012,0,3,0,0,29,0
0,normal,0.4971822908148978,0,3,0,0,10,0
0,normal,0.49047182674724854,0,3,0,0,66,0
1,mitm_unaltered,0.45949832693116793,0,3,0,0,11,0
0,normal,0.41239423540287906,0,3,0,0,33,0
0,normal,0.4264326188241843,0,3,0,0,35,0
0,normal,0.5109784929529289,0,3,0,0,62,0
0,normal,0.5012815165499104,0,3,0,0,64,0
0,normal,0.4364849408700318,0,3,0,0,8,0
0,normal,0.4493824743067105,0,3,0,0,20,0
0,normal,0.45196192810772173,0,3,0,0,30,0
1,mitm_unaltered,0.45871943374522606,0,3,0,0,19,0
0,normal,0.6053236732213415,1,3,0,0,66,0
1,read_attack,0.5617861441664264,1,3,0,0,3,0
0,normal,0.5180754020328888,1,3,0,0,3,0
0,normal,0.5179893093696989,1,3,0,0,68,0
0,normal,0.4787906305066675,0,3,0,0,11,0
0,normal,0.4576817732403109,0,3,0,0,43,65535
0,normal,0.5059026986072664,0,3,0,0,59,0
0,normal,0.4949162913986908,0,3,0,0,44,65535
0,normal,0.4015609897905558,0,3,0,0,27,0
0,normal,0.5499180775365546,1,3,0,0,3,0
0,normal,0.4236982043957457,0,3,0,0,30,0
0,normal,0.5387521344971502,1,3,0,0,66,0
0,normal,0.4472289576487043,0,3,0,0,48,65535
1,read_attack,0.6225554063614153,1,3,0,0,81,17371
0,normal,0.48968061194064477,0,3,0,0,66,0
0,normal,0.5785740672184333,1,3,0,0,41,65535
0,normal,0.49485060211711246,0,3,0,0,53,65535
0,normal,0.5219473329769717,1,3,0,0,66,0
0,normal,0.5399738150058385,1,3,0,0,5,0
0,normal,0.5008354258870918,0,3,0,0,4,0
0,normal,0.4257982731320957,0,3,0,0,34,0
0,normal,0.49460126839077945,0,3,0,0,64,0
0,normal,0.4528468045682708,0,3,0,0,47,65535
0,normal,0.48353108460976335,0,3,0,0,61,0
1,read_attack,0.5328003551817051,1,3,0,0,14,0
0,normal,0.4126194327281744,0,3,0,0,27,0
0,normal,0.4675843228970809,0,3,0,0,41,65535
1,read_attack,0.5691048002587419,1,3,0,0,157,0
0,normal,0.49636627332700667,0,3,0,0,11,0
0,normal,0.44836571316987384,0,3,0,0,47,65535
0,normal,0.5382429464122753,1,3,0,0,42,65535
0,normal,0.48586432970622395,0,3,0,0,17,0
0,normal,0.49444731382460955,0,3,0,0,46,65535
0,normal,0.41502644244990416,0,3,0,0,32,0
0,normal,0.4390553570605264,0,3,0,0,9,0
1,mitm_unaltered,0.5078407056950536,0,3,0,0,40,65535
0,normal,0.5582177996220518,1,3,0,0,62,0
0,normal,0.46902070990070815,0,3,0,0,48,65535
0,normal,0.42781611621697424,0,3,0,0,8,0
0,normal,0.4955025892995096,0,3,0,0,18,0
0,normal,0.4071082719378911,0,3,0,0,16,0
1,mitm_unaltered,0.4883154036970589,0,3,0,0,10,0
0,normal,0.5231744843076244,1,3,0,0,68,0
0,normal,0.5026615926596434,0,3,0,0,30,0
0,normal,0.4754050068977361,0,3,0,0,3,0
0,normal,0.43073968163325205,0,3,0,0,10,0
0,normal,0.5629112324962721,1,3,0,0,50,65535
0,normal,0.4380536776936622,0,3,0,0,10,0
0,normal,0.5088784669871498,0,3,0,0,55,65535
0,normal,0.5001620513628457,0,3,0,0,9,0
0,normal,0.42679266955254347,0,3,0,0,11,0
0,normal,0.45140063012243425,0,3,0,0,23,0
0,normal,0.4828008785577348,0,3,0,0,48,65535
0,normal,0.4788194189182389,0,3,0,0,60,0
0,normal,0.40454909245660425,0,3,0,0,19,0
0,normal,0.4141867146897756,0,3,0,0,28,0
1,read_attack,0.5940056006286607,1,3,0,0,175,50414
0,normal,0.40084711973131115,0,3,0,0,25,0
0,normal,0.41039485836727757,0,3,0,0,32,0
0,normal,0.46485035727718166,0,3,0,0,43,65535
0,normal,0.4694833107869532,0,3,0,0,50,65535
0,normal,0.5740288678405993,1,3,0,0,41,65535
0,normal,0.47961348516748675,0,3,0,0,51,65535
0,normal,0.5063071310678082,0,3,0,0,62,0
1,mitm_unaltered,0.4951079133236803,0,3,0,0,47,65535
0,normal,0.5523523194706177,1,3,0,0,3,0
0,normal,0.4947805064358459,0,3,0,0,13,0
0,normal,0.4717292784888639,0,3,0,0,42,65535
0,normal,0.43564838163790626,0,3,0,0,35,0
0,normal,0.48416009868558163,0,3,0,0,57,0
1,mitm_unaltered,0.5397024188612095,1,3,0,0,57,0
1,mitm_unaltered,0.5096074040027802,0,3,0,0,47,65535
0,normal,0.4749430279112087,0,3,0,0,35,0
0,normal,0.5224904733191079,1,3,0,0,49,65535
0,normal,0.4642549207996377,0,3,0,0,6,0
0,normal,0.5505865281056981,1,3,0,0,3,0
0,normal,0.47546884438177195,0,3,0,0,40,65535
1,read_attack,0.47103137164660824,0,3,0,0,50,65535
0,normal,0.482099120651255,0,3,0,0,51,65535
0,normal,0.4132337801055199,0,3,0,0,26,0
1,read_attack,0.4963431862856988,0,3,0,0,52,65535
0,normal,0.502965968004686,0,3,0,0,59,0
1,mitm_unaltered,0.5198860142164414,1,3,0,0,60,0
0,normal,0.4939945960768969,0,3,0,0,15,0
0,normal,0.4698568314052624,0,3,0,0,39,65535
0,normal,0.5303040863888051,1,3,0,0,4,0
1,read_attack,0.6187108711391339,1,3,0,0,109,17154
0,normal,0.4957891216352897,0,3,0,0,10,0
1,read_attack,0.5669982801387778,1,3,0,0,13,0
0,normal,0.5817579969323328,1,3,0,0,50,65535
0,normal,0.5754246279728137,1,3,0,0,4,0
0,normal,0.43906872377694917,0,3,0,0,16,0
1,read_attack,0.6353022928214126,1,3,0,0,108,44019
0,normal,0.4998873950232645,0,3,0,0,63,0
0,normal,0.5148592276225041,0,3,0,0,66,0
1,mitm_unaltered,0.53210950939588,1,3,0,0,61,0
0,normal,0.40269896714156744,0,3,0,0,28,0
0,normal,0.46075782909945334,0,3,0,0,5,0
0,normal,0.5013261145352474,0,3,0,0,1,0
0,normal,0.5909005361991932,1,3,0,0,1,0
1,mitm_unaltered,0.5204677626490173,1,3,0,0,2,0
0,normal,0.46756349664878155,0,3,0,0,21,0
0,normal,0.5220020079524023,1,3,0,0,1,0
0,normal,0.5249236465163795,1,3,0,0,65,0
1,mitm_unaltered,0.6186966665980042,1,3,0,0,53,65535
0,normal,0.4107042345295838,0,3,0,0,24,0
0,normal,0.4216913837803588,0,3,0,0,30,0
0,normal,0.5246352429346064,1,3,0,0,35,0
0,normal,0.5024625448500956,0,3,0,0,25,0
0,normal,0.5612679816599203,1,3,0,0,62,0
1,mitm_unaltered,0.5447877669499444,1,3,0,0,6,0
0,normal,0.4053725107577618,0,3,0,0,26,0
0,normal,0.49484596752819493,0,3,0,0,9,0
0,normal,0.5068248603129807,0,3,0,0,5,0
0,normal,0.40814006650034407,0,3,0,0,25,0
0,normal,0.5078987051962915,0,3,0,0,5,0
0,normal,0.4680073874239067,0,3,0,0,44,65535
0,normal,0.44096122809023286,0,3,0,0,23,0
0,normal,0.43966073486233304,0,3,0,0,33,0
0,normal,0.576783737349357,1,3,0,0,57,0
0,normal,0.46638573709300246,0,3,0,0,6,0
0,normal,0.48990538949707996,0,3,0,0,7,0
0,normal,0.5294083162368103,1,3,0,0,67,0
0,normal,0.4861631635200054,0,3,0,0,30,0
0,normal,0.47412874208419153,0,3,0,0,31,0
0,normal,0.4553093398248973,0,3,0,0,41,65535
0,normal,0.48958298741116835,0,3,0,0,62,0
0,normal,0.4270455541367005,0,3,0,0,8,0
0,normal,0.4289588181149189,0,3,0,0,27,0
1,mitm_unaltered,0.5374084803747101,1,3,0,0,58,0
1,read_attack,0.4217105217373433,0,3,0,0,20,0
0,normal,0.47188383537753037,0,3,0,0,8,0
0,normal,0.45258697441411744,0,3,0,0,49,65535
0,normal,0.5393501549254568,1,3,0,0,2,0
0,normal,0.46339075857341105,0,3,0,0,29,0
0,normal,0.5215785407484942,1,3,0,0,66,0
0,normal,0.4037785290800157,0,3,0,0,24,0
0,normal,0.5038815136428794,0,3,0,0,53,65535
0,normal,0.47821796586820287,0,3,0,0,62,0
0,normal,0.4800263531944399,0,3,0,0,40,65535
1,read_attack,0.4261533417064427,0,3,0,0,28,0
0,normal,0.4816008077923915,0,3,0,0,31,0
0,normal,0.4912195890161998,0,3,0,0,37,65535
0,normal,0.7033093924201416,1,3,0,1,1,68
0,normal,0.5576102296122998,1,3,0,0,3,0
0,normal,0.5073646789540492,0,3,0,0,63,0
0,normal,0.40823187338625694,0,3,0,0,25,0
0,normal,0.5358760082815225,1,3,0,0,68,0
0,normal,0.49367476362811813,0,3,0,0,59,0
